segment_id,day_avg,hour_0_avg,hour_1_avg,hour_2_avg,hour_3_avg,hour_4_avg,hour_5_avg,hour_6_avg,hour_7_avg,hour_8_avg,hour_9_avg,hour_10_avg,hour_11_avg,hour_12_avg,hour_13_avg,hour_14_avg,hour_15_avg,hour_16_avg,hour_17_avg,hour_18_avg,hour_19_avg,hour_20_avg,hour_21_avg,hour_22_avg,hour_23_avg
197031894793,30,20,,,25,,,,55,25,29,36,30,26,28,38,47,27,13,18,,60,27,35,27
191696740105,30,40,49,,,,30,36,41,26,32,26,30,30,28,30,34,23,27,22,27,33,29,33,24
56975695625,36,51,63,,,,,,,,30,,,26,,,33,,29,,17,20,47,33,
138345193225,25,,,,,,,,,,,,,,,27,,22,28,,,,,,
242934104800,43,35,36,22,,33,,36,32,35,60,40,45,48,44,50,42,41,34,53,52,42,37,33,45
327625491168,70,,,,,,,,,,,,,,47,,,,73,87,,,71,58,
322290336480,30,35,,,,,,,,9,,8,30,35,31,36,32,30,9,,,26,34,32,
311620027104,61,63,,,,,,,,,,83,43,61,68,,57,48,57,52,53,67,,89,
300949717728,41,37,41,,,31,48,31,35,,69,100,36,39,29,53,34,41,40,27,42,32,31,41,53
295614563040,39,,,,,,,,,,30,41,,79,,,26,,20,,33,,,,
63653027593,74,,,,,,,,,,,,96,,,,,,,,,,44,,
284944253664,40,50,48,34,,,,35,,15,26,29,55,40,46,32,32,33,10,61,39,38,46,39,64
274273944288,49,56,,,93,,45,31,,40,33,,48,,,54,42,44,50,,42,,59,,53
268938789600,25,24,,,,,,,26,22,54,17,21,16,15,30,25,20,22,25,28,22,21,29,25
258268480224,47,58,,,57,,62,68,,39,33,,51,50,28,64,47,48,31,54,40,69,,,
247598170848,37,53,,,,,33,,33,,66,15,,,47,33,27,41,,,,24,23,,
242263016160,73,,,,,,,,,,66,,70,69,83,69,73,,,,,,,,80
231592706784,38,33,,,,,,,34,,33,,,36,39,,,,,46,,,44,,
223439232777,39,,,,,,,,,37,,,,,,48,40,,,33,,,,,
134519735008,66,81,83,,,,,,,,,62,63,52,68,66,50,63,74,57,55,68,,65,
146230231776,77,82,74,85,72,71,,86,,,,,71,82,79,,80,80,91,68,73,70,64,79,79
135559922400,63,72,,127,88,79,84,41,8,10,11,35,55,66,69,71,66,29,61,50,,67,94,88,78
114219303648,24,,,,,,,,,,,,,,,,30,21,,,17,,33,27,
108884148960,85,,,,,,,,,,,,,,,,,,,,82,,,,88
103548994272,32,39,49,46,35,39,,25,37,12,32,17,17,20,33,27,28,32,46,,19,32,35,31,32
