segment_id,day_avg,hour_0_avg,hour_1_avg,hour_2_avg,hour_3_avg,hour_4_avg,hour_5_avg,hour_6_avg,hour_7_avg,hour_8_avg,hour_9_avg,hour_10_avg,hour_11_avg,hour_12_avg,hour_13_avg,hour_14_avg,hour_15_avg,hour_16_avg,hour_17_avg,hour_18_avg,hour_19_avg,hour_20_avg,hour_21_avg,hour_22_avg,hour_23_avg
103985201888,57,57,57,58,66,57,69,63,62,57,69,56,58,58,55,57,52,61,65,53,50,49,47,62,56
98650047200,89,,,,,,,,105,,,96,,93,,,91,,81,95,,80,86,81,
87979737824,82,,,,72,,,82,,,,,,78,106,90,,,79,89,78,71,,,
97005880032,36,46,,,,,,,,,,,,,27,,,,,,,,22,,
66639119072,69,75,,,,,,,,80,,,71,86,72,69,65,65,59,62,64,60,61,72,65
111870746377,18,19,,,,,,,,,4,,,,8,16,19,,,,,35,,21,
229109678816,63,65,,,,,,,69,66,67,65,68,58,61,68,57,58,60,69,58,50,,56,67
47010029321,27,,,,,,,,,,,,,27,,,,,,,,,,,
106535591689,23,37,33,68,37,29,,,38,,25,22,15,12,10,,20,6,9,,14,30,18,15,26
120695309024,45,65,48,44,,,,,,37,,29,34,31,27,32,52,26,29,39,54,73,50,28,26
66840698633,45,45,45,49,49,49,44,49,,59,53,49,42,46,48,51,43,45,48,44,44,33,35,36,53
115360154336,79,,,,,,,,,,103,88,,89,,,,65,69,,52,,99,78,
95865282313,15,,,,,,,,,,,,,,,,,,,15,,,,,
274743706336,50,55,54,37,56,,63,62,51,71,48,50,54,50,54,60,50,54,49,55,50,24,38,51,44
281823691488,72,49,,,,,,,,,62,,73,,132,61,,75,,,,,52,,72
253403087584,48,47,,48,35,,,56,33,47,35,167,41,35,35,34,43,22,48,41,48,31,42,35,41
245954256649,16,16,,,,,,,,,,,,,,,,,28,,,,,12,25
240619101961,40,,,,,,,,,,,29,,,,,,52,,,,,,36,
229948792585,41,49,,,,,,,,,,35,37,41,,49,,24,,,,,,,
224613637897,41,44,38,60,55,54,50,33,32,48,45,29,41,43,,40,32,48,38,36,45,29,36,27,33
208608173833,51,45,,,,,,,46,73,72,43,,41,39,75,,51,31,30,71,37,,34,
187267555081,41,43,39,75,45,,,52,38,37,30,68,,28,39,27,42,30,26,32,32,34,39,37,96
176597245705,16,13,,21,,36,,,,15,11,16,12,7,8,,7,13,33,,12,,,20,23
56170389257,31,,,,,,,,27,,,,,47,23,,23,,,,,,,,
112575389449,65,104,,,,,,,,,59,45,67,126,58,57,38,54,77,,44,,,,52
276488536800,77,90,96,72,,,,,,68,58,71,72,81,84,75,83,77,77,64,72,71,68,75,98
91234770697,30,41,65,29,,,,,16,43,31,12,20,12,,44,14,,,26,,15,,13,37
85899616009,58,63,,62,,,,,,,66,,70,65,64,,60,54,46,,44,,51,45,57
301855687392,47,,,,,,,,,,,,,,,,,,,47,,,,,
296520532704,59,61,68,67,67,73,75,64,56,65,60,61,61,57,59,53,57,51,55,55,48,45,53,57,62
64558997257,25,23,27,,,,,,,,,,34,,,21,20,19,,,,20,,,31
59223842569,37,37,,,,,,,,,,,,,,,,,,,,,,,
275179913952,27,,,,,,,,,,,27,27,,,,,,,,,,,,
269844759264,72,79,82,76,94,89,,85,86,75,73,68,78,78,76,76,80,73,71,45,48,57,57,63,68
264509604576,59,66,64,66,62,61,68,72,61,71,66,55,66,59,64,60,59,56,57,55,53,44,49,63,64
259174449888,49,67,59,,,,63,,82,44,57,54,56,44,41,19,34,9,47,61,40,42,109,49,60
253839295200,78,,105,,,,,,,,,,,,,,,,,84,,,,42,
21877759753,40,39,,,,,,,,,,,38,,,,,,,,46,,,,
243168985824,26,,,,,,,,34,32,,,,,,31,,,21,,,,,20,18
188274188041,38,40,87,,,,28,,,49,36,,42,50,34,31,32,32,,23,,29,38,15,
305513120480,59,61,,71,83,71,51,,62,57,53,51,61,51,55,63,54,52,39,76,57,,59,61,74
136465892064,47,52,62,32,,,,41,71,64,46,54,48,59,51,47,35,48,43,43,52,57,28,45,36
131130737376,58,54,,,,,,,,,,,,,,64,,,,,,,,,
125795582688,80,,,,,,,,,,,88,,,70,,90,,74,74,,,,72,
104454963936,80,,,,,,,,,,,,,,,76,76,,77,83,95,,,73,
99119809248,57,63,,,,,,,,52,,,60,54,60,,60,68,56,,52,49,55,54,54
88449499872,26,,,,,,,,,,,,,21,25,,26,,,,27,,33,,
77779190496,51,49,54,56,46,50,58,66,47,40,51,50,60,50,54,48,61,52,51,54,40,40,42,52,48
67108881120,60,66,,,,,,,,72,68,,56,,59,,,,41,,,,,59,
217298771721,45,50,51,,,,39,,,,,,47,,44,38,,,,,,,,,
94019535584,46,66,51,54,,,58,,,45,56,48,36,35,51,44,46,43,37,13,40,41,37,47,47
251893138144,53,29,108,,,,,,,,,,,39,,,,,,77,,,,36,
257563837152,5,,,,,,,,,,,,,,,,,,,,,,,5,
246323355401,50,,,,,,,,,,,50,,,,,,,,,,,,,
260483072736,54,55,,,,,,,41,75,35,55,47,,,66,54,70,,48,46,,,,49
34829770505,18,,,,,,,,,18,,,,,,,,,,,,,,,
255147918048,40,46,,,,,,,,,31,,55,35,35,35,55,35,,,,46,35,,40
201293307657,35,,,,,,,,,,,53,28,,,,,,,,19,,25,,
284172501728,63,60,,,,,,,79,74,70,62,53,66,62,59,66,65,66,62,61,58,65,62,68
